InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,QHOUR,AVG_SP
m4.10xlarge,0.3052,us-west-2c,2016-01-02,8,0,0.303084
m4.10xlarge,0.2996,us-west-2c,2016-01-02,8,1,0.299322
m4.10xlarge,0.2996,us-west-2c,2016-01-02,8,2,0.29915
m4.10xlarge,0.299,us-west-2c,2016-01-02,8,3,0.299
m4.10xlarge,0.299,us-west-2c,2016-01-02,9,0,0.299
m4.10xlarge,0.299,us-west-2c,2016-01-02,9,1,0.299123
m4.10xlarge,0.3007,us-west-2c,2016-01-02,9,2,0.300178
m4.10xlarge,0.3001,us-west-2c,2016-01-02,9,3,0.300796
m4.10xlarge,0.3007,us-west-2c,2016-01-02,10,0,0.301229
m4.10xlarge,0.3013,us-west-2c,2016-01-02,10,1,0.301174
m4.10xlarge,0.2996,us-west-2c,2016-01-02,10,2,0.300107
m4.10xlarge,0.3013,us-west-2c,2016-01-02,10,3,0.300841
m4.10xlarge,0.3007,us-west-2c,2016-01-02,11,0,0.299869
m4.10xlarge,0.3001,us-west-2c,2016-01-02,11,1,0.299625
m4.10xlarge,0.2996,us-west-2c,2016-01-02,11,2,0.298778
m4.10xlarge,0.2996,us-west-2c,2016-01-02,11,3,0.299433
m4.10xlarge,0.299,us-west-2c,2016-01-02,12,0,0.298911
m4.10xlarge,0.2985,us-west-2c,2016-01-02,12,1,0.298541
m4.10xlarge,0.299,us-west-2c,2016-01-02,12,2,0.299276
m4.10xlarge,0.299,us-west-2c,2016-01-02,12,3,0.299195
m4.10xlarge,0.2985,us-west-2c,2016-01-02,13,0,0.299299
m4.10xlarge,0.2996,us-west-2c,2016-01-02,13,1,0.298978
m4.10xlarge,0.299,us-west-2c,2016-01-02,13,2,0.299075
m4.10xlarge,0.2996,us-west-2c,2016-01-02,13,3,0.29877
m4.10xlarge,0.299,us-west-2c,2016-01-02,14,0,0.298817
m4.10xlarge,0.299,us-west-2c,2016-01-02,14,1,0.298546
m4.10xlarge,0.2979,us-west-2c,2016-01-02,14,2,0.2979
m4.10xlarge,0.2979,us-west-2c,2016-01-02,14,3,0.298165
m4.10xlarge,0.2985,us-west-2c,2016-01-02,15,0,0.298638
m4.10xlarge,0.2985,us-west-2c,2016-01-02,15,1,0.297972
m4.10xlarge,0.2979,us-west-2c,2016-01-02,15,2,0.298664
m4.10xlarge,0.2996,us-west-2c,2016-01-02,15,3,0.298884
m4.10xlarge,0.2985,us-west-2c,2016-01-02,16,0,0.29839
m4.10xlarge,0.2985,us-west-2c,2016-01-02,16,1,0.2985
m4.10xlarge,0.2985,us-west-2c,2016-01-02,16,2,0.299071
m4.10xlarge,0.299,us-west-2c,2016-01-02,16,3,0.299008
m4.10xlarge,0.299,us-west-2c,2016-01-02,17,0,0.298773
m4.10xlarge,0.299,us-west-2c,2016-01-02,17,1,0.298339
m4.10xlarge,0.2985,us-west-2c,2016-01-02,17,2,0.297962
m4.10xlarge,0.2979,us-west-2c,2016-01-02,17,3,0.298881
m4.10xlarge,0.3001,us-west-2c,2016-01-02,18,0,0.298564
m4.10xlarge,0.2985,us-west-2c,2016-01-02,18,1,0.298866
m4.10xlarge,0.2985,us-west-2c,2016-01-02,18,2,0.297916
m4.10xlarge,0.2979,us-west-2c,2016-01-02,18,3,0.298472
m4.10xlarge,0.2985,us-west-2c,2016-01-02,19,0,0.298085
m4.10xlarge,0.2979,us-west-2c,2016-01-02,19,1,0.310197
m4.10xlarge,0.3252,us-west-2c,2016-01-02,19,2,0.32384
m4.10xlarge,0.3252,us-west-2c,2016-01-02,19,3,0.323492
m4.10xlarge,0.3235,us-west-2c,2016-01-02,20,0,0.323974
m4.10xlarge,0.3235,us-west-2c,2016-01-02,20,1,0.323815
m4.10xlarge,0.3243,us-west-2c,2016-01-02,20,2,0.324329
m4.10xlarge,0.3243,us-west-2c,2016-01-02,20,3,0.323995
m4.10xlarge,0.3235,us-west-2c,2016-01-02,21,0,0.32475
m4.10xlarge,0.3243,us-west-2c,2016-01-02,21,1,0.323639
m4.10xlarge,0.3235,us-west-2c,2016-01-02,21,2,0.323645
m4.10xlarge,0.3235,us-west-2c,2016-01-02,21,3,0.32342
m4.10xlarge,0.3235,us-west-2c,2016-01-02,22,0,0.3235
m4.10xlarge,0.3235,us-west-2c,2016-01-02,22,1,0.3235
m4.10xlarge,0.3235,us-west-2c,2016-01-02,22,2,0.323101
m4.10xlarge,0.3226,us-west-2c,2016-01-02,22,3,0.323014
m4.10xlarge,0.3226,us-west-2c,2016-01-02,23,0,0.323876
m4.10xlarge,0.3243,us-west-2c,2016-01-02,23,1,0.323305
m4.10xlarge,0.3226,us-west-2c,2016-01-02,23,2,0.322857
m4.10xlarge,0.3243,us-west-2c,2016-01-02,23,3,0.324076
m4.10xlarge,0.3226,us-west-2c,2016-01-03,0,0,0.323091
m4.10xlarge,0.3226,us-west-2c,2016-01-03,0,1,0.323259
m4.10xlarge,0.3243,us-west-2c,2016-01-03,0,2,0.325285
