InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,AVG_SP
m4.10xlarge,0.4092,us-west-2a,2016-01-10,7,0.42587
m4.10xlarge,0.4321,us-west-2a,2016-01-10,8,0.416838
m4.10xlarge,0.4092,us-west-2a,2016-01-10,9,0.40132
m4.10xlarge,0.3985,us-west-2a,2016-01-10,10,0.396579
m4.10xlarge,0.3926,us-west-2a,2016-01-10,11,0.397201
m4.10xlarge,0.3926,us-west-2a,2016-01-10,12,0.390252
m4.10xlarge,0.3877,us-west-2a,2016-01-10,13,0.382444
m4.10xlarge,0.3768,us-west-2a,2016-01-10,14,0.371456
m4.10xlarge,0.374,us-west-2a,2016-01-10,15,0.372402
m4.10xlarge,0.37,us-west-2a,2016-01-10,16,0.370385
m4.10xlarge,0.3691,us-west-2a,2016-01-10,17,0.372522
m4.10xlarge,0.3794,us-west-2a,2016-01-10,18,0.379706
m4.10xlarge,0.3761,us-west-2a,2016-01-10,19,0.373721
m4.10xlarge,0.3794,us-west-2a,2016-01-10,20,0.379749
m4.10xlarge,0.3905,us-west-2a,2016-01-10,21,0.406938
m4.10xlarge,0.4176,us-west-2a,2016-01-10,22,0.403859
m4.10xlarge,0.3934,us-west-2a,2016-01-10,23,0.429431
m4.10xlarge,0.4601,us-west-2a,2016-01-11,0,0.456833
m4.10xlarge,0.4308,us-west-2a,2016-01-11,1,0.418499
m4.10xlarge,0.411,us-west-2a,2016-01-11,2,0.402339
m4.10xlarge,0.3966,us-west-2a,2016-01-11,3,0.404239
m4.10xlarge,0.3996,us-west-2a,2016-01-11,4,0.403655
m4.10xlarge,0.4143,us-west-2a,2016-01-11,5,0.410504
m4.10xlarge,0.4061,us-west-2a,2016-01-11,6,0.419124
m4.10xlarge,0.4367,us-west-2a,2016-01-11,7,0.433187
m4.10xlarge,0.4315,us-west-2a,2016-01-11,8,0.429665
m4.10xlarge,0.4161,us-west-2a,2016-01-11,9,0.406584
m4.10xlarge,0.4029,us-west-2a,2016-01-11,10,0.402939
m4.10xlarge,0.3981,us-west-2a,2016-01-11,11,0.400527
m4.10xlarge,0.3981,us-west-2a,2016-01-11,12,0.401393
m4.10xlarge,0.4028,us-west-2a,2016-01-11,13,0.399538
m4.10xlarge,0.3948,us-west-2a,2016-01-11,14,0.394331
m4.10xlarge,0.3901,us-west-2a,2016-01-11,15,0.394364
m4.10xlarge,0.3948,us-west-2a,2016-01-11,16,0.392703
m4.10xlarge,0.3948,us-west-2a,2016-01-11,17,0.396107
m4.10xlarge,0.4028,us-west-2a,2016-01-11,18,0.423908
m4.10xlarge,0.4612,us-west-2a,2016-01-11,19,0.481285
m4.10xlarge,0.4895,us-west-2a,2016-01-11,20,0.497826
m4.10xlarge,0.4981,us-west-2a,2016-01-11,21,0.524358
m4.10xlarge,0.5236,us-west-2a,2016-01-11,22,0.531796
m4.10xlarge,0.5336,us-west-2a,2016-01-11,23,0.529304
m4.10xlarge,0.5579,us-west-2a,2016-01-12,0,0.581837
m4.10xlarge,0.5672,us-west-2a,2016-01-12,1,0.545875
m4.10xlarge,0.5327,us-west-2a,2016-01-12,2,0.515039
m4.10xlarge,0.4815,us-west-2a,2016-01-12,3,0.478177
m4.10xlarge,0.4981,us-west-2a,2016-01-12,4,0.498684
m4.10xlarge,0.5138,us-west-2a,2016-01-12,5,0.46849
m4.10xlarge,0.4452,us-west-2a,2016-01-12,6,0.43399
m4.10xlarge,0.4234,us-west-2a,2016-01-12,7,0.417195
m4.10xlarge,0.4061,us-west-2a,2016-01-12,8,0.399917
m4.10xlarge,0.3896,us-west-2a,2016-01-12,9,0.386249
m4.10xlarge,0.3848,us-west-2a,2016-01-12,10,0.390016
m4.10xlarge,0.3891,us-west-2a,2016-01-12,11,0.403546
m4.10xlarge,0.406,us-west-2a,2016-01-12,12,0.405487
m4.10xlarge,0.406,us-west-2a,2016-01-12,13,0.406316
m4.10xlarge,0.406,us-west-2a,2016-01-12,14,0.403586
m4.10xlarge,0.4025,us-west-2a,2016-01-12,15,0.402934
m4.10xlarge,0.3973,us-west-2a,2016-01-12,16,0.399208
m4.10xlarge,0.4041,us-west-2a,2016-01-12,17,0.401194
m4.10xlarge,0.4041,us-west-2a,2016-01-12,18,0.501187
m4.10xlarge,0.5308,us-west-2a,2016-01-12,19,0.624949
m4.10xlarge,0.6627,us-west-2a,2016-01-12,20,0.619029
m4.10xlarge,0.556,us-west-2a,2016-01-12,21,0.545026
m4.10xlarge,0.5634,us-west-2a,2016-01-12,22,0.625167
m4.10xlarge,0.69,us-west-2a,2016-01-12,23,0.66808
m4.10xlarge,0.6516,us-west-2a,2016-01-13,0,0.60536
m4.10xlarge,0.561,us-west-2a,2016-01-13,1,0.546965
m4.10xlarge,0.5172,us-west-2a,2016-01-13,2,0.527141
m4.10xlarge,0.5411,us-west-2a,2016-01-13,3,0.528023
m4.10xlarge,0.5238,us-west-2a,2016-01-13,4,0.514125
m4.10xlarge,0.4915,us-west-2a,2016-01-13,5,0.477112
m4.10xlarge,0.4785,us-west-2a,2016-01-13,6,0.474113
m4.10xlarge,0.4671,us-west-2a,2016-01-13,7,0.454632
m4.10xlarge,0.4384,us-west-2a,2016-01-13,8,0.417121
m4.10xlarge,0.3957,us-west-2a,2016-01-13,9,0.383599
m4.10xlarge,0.3771,us-west-2a,2016-01-13,10,0.375817
m4.10xlarge,0.3758,us-west-2a,2016-01-13,11,0.369297
m4.10xlarge,0.3613,us-west-2a,2016-01-13,12,0.358139
m4.10xlarge,0.3566,us-west-2a,2016-01-13,13,0.353418
m4.10xlarge,0.3473,us-west-2a,2016-01-13,14,0.349529
m4.10xlarge,0.35,us-west-2a,2016-01-13,15,0.349929
m4.10xlarge,0.35,us-west-2a,2016-01-13,16,0.355556
m4.10xlarge,0.3637,us-west-2a,2016-01-13,17,0.375429
m4.10xlarge,0.3962,us-west-2a,2016-01-13,18,0.417609
m4.10xlarge,0.4357,us-west-2a,2016-01-13,19,0.460646
m4.10xlarge,0.4612,us-west-2a,2016-01-13,20,0.484057
m4.10xlarge,0.4851,us-west-2a,2016-01-13,21,0.44912
m4.10xlarge,0.4251,us-west-2a,2016-01-13,22,0.44212
m4.10xlarge,0.4601,us-west-2a,2016-01-13,23,0.482567
m4.10xlarge,0.5401,us-west-2a,2016-01-14,0,0.564743
m4.10xlarge,0.5734,us-west-2a,2016-01-14,1,0.548272
m4.10xlarge,0.5205,us-west-2a,2016-01-14,2,0.511758
m4.10xlarge,0.4928,us-west-2a,2016-01-14,3,0.453222
m4.10xlarge,0.4465,us-west-2a,2016-01-14,4,0.470748
m4.10xlarge,0.4757,us-west-2a,2016-01-14,5,0.461142
m4.10xlarge,0.4156,us-west-2a,2016-01-14,6,0.391309
m4.10xlarge,0.4032,us-west-2a,2016-01-14,7,0.427407
m4.10xlarge,0.4372,us-west-2a,2016-01-14,8,0.434418
m4.10xlarge,0.4222,us-west-2a,2016-01-14,9,0.410191
m4.10xlarge,0.3971,us-west-2a,2016-01-14,10,0.391646
m4.10xlarge,0.3809,us-west-2a,2016-01-14,11,0.375052
m4.10xlarge,0.3723,us-west-2a,2016-01-14,12,0.369399
m4.10xlarge,0.3649,us-west-2a,2016-01-14,13,0.360208
m4.10xlarge,0.3548,us-west-2a,2016-01-14,14,0.352139
m4.10xlarge,0.35,us-west-2a,2016-01-14,15,0.354392
m4.10xlarge,0.3548,us-west-2a,2016-01-14,16,0.361517
m4.10xlarge,0.3648,us-west-2a,2016-01-14,17,0.367159
m4.10xlarge,0.3664,us-west-2a,2016-01-14,18,0.391685
m4.10xlarge,0.4355,us-west-2a,2016-01-14,19,0.479279
m4.10xlarge,0.5625,us-west-2a,2016-01-14,20,0.573112
m4.10xlarge,0.5618,us-west-2a,2016-01-14,21,0.537994
m4.10xlarge,0.5089,us-west-2a,2016-01-14,22,0.498776
m4.10xlarge,0.498,us-west-2a,2016-01-14,23,0.500536
m4.10xlarge,0.501,us-west-2a,2016-01-15,0,0.500015
m4.10xlarge,0.4935,us-west-2a,2016-01-15,1,0.589201
m4.10xlarge,0.6404,us-west-2a,2016-01-15,2,0.682933
m4.10xlarge,0.69,us-west-2a,2016-01-15,3,0.622298
m4.10xlarge,0.5447,us-west-2a,2016-01-15,4,0.503885
m4.10xlarge,0.4788,us-west-2a,2016-01-15,5,0.446985
m4.10xlarge,0.4288,us-west-2a,2016-01-15,6,0.437343
m4.10xlarge,0.448,us-west-2a,2016-01-15,7,0.47509
m4.10xlarge,0.4969,us-west-2a,2016-01-15,8,0.496906
m4.10xlarge,0.5005,us-west-2a,2016-01-15,9,0.47079
m4.10xlarge,0.4331,us-west-2a,2016-01-15,10,0.413377
m4.10xlarge,0.3966,us-west-2a,2016-01-15,11,0.397178
m4.10xlarge,0.3966,us-west-2a,2016-01-15,12,0.398014
m4.10xlarge,0.3966,us-west-2a,2016-01-15,13,0.39858
m4.10xlarge,0.3985,us-west-2a,2016-01-15,14,0.400321
m4.10xlarge,0.4005,us-west-2a,2016-01-15,15,0.398776
m4.10xlarge,0.407,us-west-2a,2016-01-15,16,0.430161
m4.10xlarge,0.4433,us-west-2a,2016-01-15,17,0.456544
m4.10xlarge,0.487,us-west-2a,2016-01-15,18,0.553058
m4.10xlarge,0.6044,us-west-2a,2016-01-15,19,0.581178
m4.10xlarge,0.5692,us-west-2a,2016-01-15,20,0.507586
m4.10xlarge,0.4801,us-west-2a,2016-01-15,21,0.481884
m4.10xlarge,0.5025,us-west-2a,2016-01-15,22,0.517238
m4.10xlarge,0.5372,us-west-2a,2016-01-15,23,0.534537
m4.10xlarge,0.5031,us-west-2a,2016-01-16,0,0.50451
m4.10xlarge,0.5083,us-west-2a,2016-01-16,1,0.507038
m4.10xlarge,0.4928,us-west-2a,2016-01-16,2,0.473247
m4.10xlarge,0.4768,us-west-2a,2016-01-16,3,0.47835
m4.10xlarge,0.4768,us-west-2a,2016-01-16,4,0.46973
m4.10xlarge,0.462,us-west-2a,2016-01-16,5,0.453353
m4.10xlarge,0.4433,us-west-2a,2016-01-16,6,0.421727
m4.10xlarge,0.418,us-west-2a,2016-01-16,7,0.410678
m4.10xlarge,0.4092,us-west-2a,2016-01-16,8,0.402885
m4.10xlarge,0.4113,us-west-2a,2016-01-16,9,0.410303
m4.10xlarge,0.4092,us-west-2a,2016-01-16,10,0.401383
m4.10xlarge,0.3966,us-west-2a,2016-01-16,11,0.394036
m4.10xlarge,0.3904,us-west-2a,2016-01-16,12,0.390608
m4.10xlarge,0.3886,us-west-2a,2016-01-16,13,0.389475
m4.10xlarge,0.3904,us-west-2a,2016-01-16,14,0.390488
m4.10xlarge,0.3922,us-west-2a,2016-01-16,15,0.388926
m4.10xlarge,0.3886,us-west-2a,2016-01-16,16,0.389653
m4.10xlarge,0.3904,us-west-2a,2016-01-16,17,0.389834
m4.10xlarge,0.3886,us-west-2a,2016-01-16,18,0.408899
m4.10xlarge,0.4199,us-west-2a,2016-01-16,19,0.426299
m4.10xlarge,0.4222,us-west-2a,2016-01-16,20,0.421343
m4.10xlarge,0.4179,us-west-2a,2016-01-16,21,0.432707
m4.10xlarge,0.4331,us-west-2a,2016-01-16,22,0.447094
m4.10xlarge,0.4604,us-west-2a,2016-01-16,23,0.456382
m4.10xlarge,0.4439,us-west-2a,2016-01-17,0,0.437381
m4.10xlarge,0.4241,us-west-2a,2016-01-17,1,0.414295
m4.10xlarge,0.4009,us-west-2a,2016-01-17,2,0.402194
m4.10xlarge,0.4241,us-west-2a,2016-01-17,3,0.417368
m4.10xlarge,0.4051,us-west-2a,2016-01-17,4,0.410135
m4.10xlarge,0.4157,us-west-2a,2016-01-17,5,0.407009
m4.10xlarge,0.4029,us-west-2a,2016-01-17,6,0.394876
m4.10xlarge,0.399,us-west-2a,2016-01-17,7,0.41463
m4.10xlarge,0.4219,us-west-2a,2016-01-17,8,0.419697
m4.10xlarge,0.4032,us-west-2a,2016-01-17,9,0.408746
m4.10xlarge,0.4093,us-west-2a,2016-01-17,10,0.405388
m4.10xlarge,0.4032,us-west-2a,2016-01-17,11,0.386282
m4.10xlarge,0.3793,us-west-2a,2016-01-17,12,0.38218
